word,toefl_beginner,toefl_intermediate,toefl_advanced,ielts_beginner,ielts_intermediate,ielts_advanced,business_english,everyday_english
let,1,0,0,1,0,0,1,1
letter,1,0,0,1,0,0,1,1
lettuce,1,0,0,1,0,0,0,1
level,1,0,0,1,0,0,1,1
lever,0,1,0,0,1,0,0,0
leverage,0,0,1,0,0,1,1,0
levy,0,0,1,0,0,1,1,0
liability,0,0,1,0,0,1,1,0
liable,0,0,1,0,0,1,1,0
liberal,0,1,0,0,1,0,0,0
liberate,0,0,1,0,0,1,0,0
liberty,0,1,0,0,1,0,0,0
librarian,1,0,0,1,0,0,0,1
library,1,0,0,1,0,0,0,1
license,0,1,0,0,1,0,1,1
lick,1,0,0,1,0,0,0,1
lid,1,0,0,1,0,0,0,1
lie,1,0,0,1,0,0,0,1
life,1,0,0,1,0,0,1,1
lifestyle,0,1,0,0,1,0,1,1
lifetime,0,1,0,0,1,0,0,1
lift,1,0,0,1,0,0,0,1
light,1,0,0,1,0,0,0,1
lightning,1,0,0,1,0,0,0,1
like,1,0,0,1,0,0,1,1
likelihood,0,0,1,0,0,1,1,0
limb,0,1,0,0,1,0,0,0
lime,0,1,0,0,1,0,0,1
limit,1,0,0,1,0,0,1,1
limitation,0,1,0,0,1,0,1,0
limp,0,1,0,0,1,0,0,1
line,1,0,0,1,0,0,1,1
linear,0,0,1,0,0,1,0,0
linen,0,1,0,0,1,0,0,0
linger,0,0,1,0,0,1,0,0
linguistic,0,0,1,0,0,1,0,0
link,1,0,0,1,0,0,1,1
lion,1,0,0,1,0,0,0,1
lip,1,0,0,1,0,0,0,1
liquid,1,0,0,1,0,0,0,1
liquor,0,1,0,0,1,0,0,1
list,1,0,0,1,0,0,1,1
listen,1,0,0,1,0,0,1,1
literacy,0,1,0,0,1,0,0,0
literal,0,0,1,0,0,1,0,0
literary,0,1,0,0,1,0,0,0
literature,0,1,0,0,1,0,0,0
liter,1,0,0,1,0,0,0,1
litigation,0,0,1,0,0,1,1,0
litter,0,1,0,0,1,0,0,1
little,1,0,0,1,0,0,0,1
live,1,0,0,1,0,0,1,1
liver,0,1,0,0,1,0,0,0
livestock,0,0,1,0,0,1,0,0
living,1,0,0,1,0,0,1,1
load,1,0,0,1,0,0,1,1
loaf,0,1,0,0,1,0,0,1
loan,0,1,0,0,1,0,1,1
lobby,0,1,0,0,1,0,1,1
lobster,0,1,0,0,1,0,0,1
local,1,0,0,1,0,0,1,1
locate,1,0,0,1,0,0,1,1
location,1,0,0,1,0,0,1,1
lock,1,0,0,1,0,0,0,1
locker,1,0,0,1,0,0,0,1
locomotive,0,0,1,0,0,1,0,0
lodge,0,1,0,0,1,0,0,1
log,0,1,0,0,1,0,1,1
logic,0,1,0,0,1,0,1,0
logical,0,1,0,0,1,0,1,0
logistics,0,0,1,0,0,1,1,0
logo,0,1,0,0,1,0,1,1
lone,0,1,0,0,1,0,0,1
lonely,1,0,0,1,0,0,0,1
long,1,0,0,1,0,0,1,1
longevity,0,0,1,0,0,1,0,0
longitude,0,0,1,0,0,1,0,0
look,1,0,0,1,0,0,1,1
loom,0,0,1,0,0,1,0,0
loop,0,1,0,0,1,0,1,1
loose,1,0,0,1,0,0,0,1
lord,0,1,0,0,1,0,0,1
lorry,0,0,0,1,0,0,0,1
lose,1,0,0,1,0,0,1,1
loss,1,0,0,1,0,0,1,1
lost,1,0,0,1,0,0,0,1
lot,1,0,0,1,0,0,1,1
lotion,0,1,0,0,1,0,0,1
lottery,0,1,0,0,1,0,0,1
loud,1,0,0,1,0,0,0,1
lounge,0,1,0,0,1,0,0,1
love,1,0,0,1,0,0,0,1
lovely,1,0,0,1,0,0,0,1
lover,0,1,0,0,1,0,0,1
low,1,0,0,1,0,0,1,1
loyal,0,1,0,0,1,0,1,1
loyalty,0,1,0,0,1,0,1,0
luck,1,0,0,1,0,0,0,1
lucky,1,0,0,1,0,0,0,1
lucrative,0,0,1,0,0,1,1,0
luggage,1,0,0,1,0,0,0,1
lumber,0,0,1,0,0,1,0,0
lump,0,1,0,0,1,0,0,1
lunar,0,0,1,0,0,1,0,0
lunch,1,0,0,1,0,0,0,1
lung,0,1,0,0,1,0,0,0
lure,0,0,1,0,0,1,0,0
lurk,0,0,1,0,0,1,0,0
lush,0,0,1,0,0,1,0,0
luxury,0,1,0,0,1,0,1,1
