word,toefl_beginner,toefl_intermediate,toefl_advanced,ielts_beginner,ielts_intermediate,ielts_advanced,business_english,everyday_english
air,1,1,1,1,1,1,0,1
aircraft,0,1,1,0,1,1,0,0
airline,1,1,1,1,1,1,1,1
airport,1,1,1,1,1,1,0,1
alarm,1,1,1,1,1,1,0,1
alcohol,0,1,1,0,1,1,0,0
alert,0,1,1,0,1,1,1,0
alien,0,1,1,0,1,1,0,0
align,0,0,1,0,0,1,1,0
alike,1,1,1,1,1,1,0,1
alive,1,1,1,1,1,1,0,1
allege,0,0,1,0,0,1,0,0
allocate,0,0,1,0,0,1,1,0
allow,1,1,1,1,1,1,1,1
ally,0,1,1,0,1,1,0,0
almost,1,1,1,1,1,1,1,1
alone,1,1,1,1,1,1,0,1
along,1,1,1,1,1,1,1,1
alter,0,1,1,0,1,1,1,0
alternate,0,1,1,0,1,1,1,0
alternative,0,1,1,0,1,1,1,0
although,1,1,1,1,1,1,1,1
altitude,0,1,1,0,1,1,0,0
altogether,0,1,1,0,1,1,0,0
aluminum,0,1,1,0,1,1,0,0
amateur,0,1,1,0,1,1,0,0
amaze,1,1,1,1,1,1,0,1
ambassador,0,1,1,0,1,1,0,0
ambiguous,0,0,1,0,0,1,1,0
ambition,0,1,1,0,1,1,1,0
ambulance,1,1,1,1,1,1,0,1
amend,0,0,1,0,0,1,1,0
amid,0,1,1,0,1,1,0,0
amount,1,1,1,1,1,1,1,1
ample,0,0,1,0,0,1,1,0
amuse,1,1,1,1,1,1,0,1
analogy,0,0,1,0,0,1,0,0
analysis,0,1,1,0,1,1,1,0
analyst,0,1,1,0,1,1,1,0
analyze,0,1,1,0,1,1,1,0
ancestor,0,1,1,0,1,1,0,0
anchor,0,1,1,0,1,1,0,0
ancient,0,1,1,0,1,1,0,0
anger,1,1,1,1,1,1,0,1
angle,0,1,1,0,1,1,0,0
angry,1,1,1,1,1,1,0,1
animal,1,1,1,1,1,1,0,1
ankle,1,1,1,1,1,1,0,1
anniversary,1,1,1,1,1,1,0,1
announce,1,1,1,1,1,1,1,1
annoy,1,1,1,1,1,1,0,1
annual,0,1,1,0,1,1,1,0
anonymous,0,0,1,0,0,1,0,0
another,1,1,1,1,1,1,1,1
answer,1,1,1,1,1,1,1,1
anticipate,0,1,1,0,1,1,1,0
anxiety,0,1,1,0,1,1,0,0
anxious,0,1,1,0,1,1,0,0
any,1,1,1,1,1,1,1,1
apart,1,1,1,1,1,1,0,1
apartment,1,1,1,1,1,1,0,1
apology,1,1,1,1,1,1,0,1
apparent,0,1,1,0,1,1,1,0
appeal,0,1,1,0,1,1,1,0
appear,1,1,1,1,1,1,1,1
appearance,1,1,1,1,1,1,1,1
appetite,0,1,1,0,1,1,0,1
applaud,0,1,1,0,1,1,0,0
apple,1,1,1,1,1,1,0,1
appliance,0,1,1,0,1,1,0,1
apply,1,1,1,1,1,1,1,1
appoint,0,1,1,0,1,1,1,0
appreciate,0,1,1,0,1,1,1,1
approach,0,1,1,0,1,1,1,0
appropriate,0,1,1,0,1,1,1,0
approval,0,1,1,0,1,1,1,0
approve,0,1,1,0,1,1,1,0
approximate,0,1,1,0,1,1,1,0
arbitrary,0,0,1,0,0,1,1,0
architect,0,1,1,0,1,1,0,0
architecture,0,1,1,0,1,1,0,0
area,1,1,1,1,1,1,1,1
arena,0,1,1,0,1,1,0,0
argue,1,1,1,1,1,1,1,1
argument,1,1,1,1,1,1,1,1
arise,0,1,1,0,1,1,1,0
arm,1,1,1,1,1,1,0,1
army,1,1,1,1,1,1,0,0
around,1,1,1,1,1,1,1,1
arrange,1,1,1,1,1,1,1,1
arrangement,0,1,1,0,1,1,1,0
arrest,0,1,1,0,1,1,0,0
arrival,1,1,1,1,1,1,0,1
arrive,1,1,1,1,1,1,1,1
arrow,1,1,1,1,1,1,0,1
art,1,1,1,1,1,1,0,1
article,1,1,1,1,1,1,1,1
articulate,0,0,1,0,0,1,1,0
artificial,0,1,1,0,1,1,0,0
artist,1,1,1,1,1,1,0,1
ascend,0,0,1,0,0,1,0,0
ash,0,1,1,0,1,1,0,0
ashamed,1,1,1,1,1,1,0,1
aside,1,1,1,1,1,1,0,1
ask,1,1,1,1,1,1,1,1
aspect,0,1,1,0,1,1,1,0
aspire,0,0,1,0,0,1,1,0
assemble,0,1,1,0,1,1,1,0
assert,0,0,1,0,0,1,1,0
assess,0,1,1,0,1,1,1,0
assessment,0,1,1,0,1,1,1,0
asset,0,1,1,0,1,1,1,0
assign,0,1,1,0,1,1,1,0
assignment,1,1,1,1,1,1,1,0
assist,0,1,1,0,1,1,1,0
assistance,0,1,1,0,1,1,1,0
assistant,1,1,1,1,1,1,1,1
associate,0,1,1,0,1,1,1,0
association,0,1,1,0,1,1,1,0
assume,0,1,1,0,1,1,1,0
assumption,0,1,1,0,1,1,1,0
assure,0,1,1,0,1,1,1,0
astonish,0,1,1,0,1,1,0,0
astronaut,0,1,1,0,1,1,0,0
astronomy,0,1,1,0,1,1,0,0
athlete,0,1,1,0,1,1,0,0
atmosphere,0,1,1,0,1,1,0,0
atom,0,1,1,0,1,1,0,0
attach,0,1,1,0,1,1,1,1
attack,1,1,1,1,1,1,0,0
attain,0,0,1,0,0,1,1,0
attempt,0,1,1,0,1,1,1,0
attend,1,1,1,1,1,1,1,1
attention,1,1,1,1,1,1,1,1
attitude,0,1,1,0,1,1,1,0
attorney,0,1,1,0,1,1,1,0
attract,0,1,1,0,1,1,1,0
attraction,0,1,1,0,1,1,0,1
attractive,1,1,1,1,1,1,0,1
attribute,0,1,1,0,1,1,1,0
auction,0,1,1,0,1,1,1,0
audience,0,1,1,0,1,1,1,0
audio,0,1,1,0,1,1,0,1
audit,0,0,1,0,0,1,1,0
author,1,1,1,1,1,1,0,0
authority,0,1,1,0,1,1,1,0
authorize,0,1,1,0,1,1,1,0
auto,0,1,1,0,1,1,0,1
automatic,0,1,1,0,1,1,0,0
automobile,0,1,1,0,1,1,0,0
autonomous,0,0,1,0,0,1,1,0
autumn,1,1,1,1,1,1,0,1
available,1,1,1,1,1,1,1,1
avenue,0,1,1,0,1,1,0,1
average,1,1,1,1,1,1,1,1
avoid,1,1,1,1,1,1,1,1
awake,1,1,1,1,1,1,0,1
award,1,1,1,1,1,1,1,1
aware,0,1,1,0,1,1,1,1
awareness,0,1,1,0,1,1,1,0
away,1,1,1,1,1,1,1,1
awful,1,1,1,1,1,1,0,1
awkward,0,1,1,0,1,1,0,1
axis,0,1,1,0,1,1,0,0
baby,1,1,1,1,1,1,0,1
bachelor,0,1,1,0,1,1,0,0
back,1,1,1,1,1,1,1,1
background,0,1,1,0,1,1,1,0
backward,1,1,1,1,1,1,0,1
bacteria,0,1,1,0,1,1,0,0
bad,1,1,1,1,1,1,1,1
badge,0,1,1,0,1,1,0,1
bag,1,1,1,1,1,1,0,1
bake,1,1,1,1,1,1,0,1
balance,1,1,1,1,1,1,1,1
ball,1,1,1,1,1,1,0,1
ban,0,1,1,0,1,1,0,0
banana,1,1,1,1,1,1,0,1
band,1,1,1,1,1,1,0,1
bank,1,1,1,1,1,1,1,1
bankrupt,0,1,1,0,1,1,1,0
banner,0,1,1,0,1,1,1,0
bar,1,1,1,1,1,1,0,1
bare,0,1,1,0,1,1,0,0
bargain,0,1,1,0,1,1,1,0
barn,0,1,1,0,1,1,0,0
barrier,0,1,1,0,1,1,1,0
base,1,1,1,1,1,1,1,1
basic,1,1,1,1,1,1,1,1
basin,0,1,1,0,1,1,0,0
basis,0,1,1,0,1,1,1,0
basket,1,1,1,1,1,1,0,1
bat,1,1,1,1,1,1,0,1
batch,0,0,1,0,0,1,1,0
bath,1,1,1,1,1,1,0,1
bathroom,1,1,1,1,1,1,0,1
battery,1,1,1,1,1,1,0,1
battle,0,1,1,0,1,1,0,0
bay,0,1,1,0,1,1,0,0
beach,1,1,1,1,1,1,0,1
bean,1,1,1,1,1,1,0,1
bear,1,1,1,1,1,1,0,1
beard,1,1,1,1,1,1,0,1
beat,1,1,1,1,1,1,0,1
beautiful,1,1,1,1,1,1,0,1
beauty,1,1,1,1,1,1,0,1
because,1,1,1,1,1,1,1,1
become,1,1,1,1,1,1,1,1
bed,1,1,1,1,1,1,0,1
bedroom,1,1,1,1,1,1,0,1
beef,1,1,1,1,1,1,0,1
beer,1,1,1,1,1,1,0,1
before,1,1,1,1,1,1,1,1
begin,1,1,1,1,1,1,1,1
behalf,0,1,1,0,1,1,1,0
behave,1,1,1,1,1,1,0,1
behavior,1,1,1,1,1,1,1,1
behind,1,1,1,1,1,1,1,1
belief,0,1,1,0,1,1,0,0
believe,1,1,1,1,1,1,1,1
bell,1,1,1,1,1,1,0,1
belong,1,1,1,1,1,1,0,1
below,1,1,1,1,1,1,1,1
belt,1,1,1,1,1,1,0,1
bench,1,1,1,1,1,1,0,1
benchmark,0,0,1,0,0,1,1,0
bend,1,1,1,1,1,1,0,1
beneath,0,1,1,0,1,1,0,0
benefit,0,1,1,0,1,1,1,0
bent,0,1,1,0,1,1,0,0
berry,1,1,1,1,1,1,0,1
beside,1,1,1,1,1,1,0,1
best,1,1,1,1,1,1,1,1
bet,1,1,1,1,1,1,0,1
better,1,1,1,1,1,1,1,1
between,1,1,1,1,1,1,1,1
beyond,0,1,1,0,1,1,1,0
bias,0,1,1,0,1,1,1,0
bicycle,1,1,1,1,1,1,0,1
bid,0,1,1,0,1,1,1,0
big,1,1,1,1,1,1,1,1
bike,1,1,1,1,1,1,0,1
bill,1,1,1,1,1,1,1,1
billion,0,1,1,0,1,1,1,0
bind,0,1,1,0,1,1,0,0
biography,0,1,1,0,1,1,0,0
biology,0,1,1,0,1,1,0,0
bird,1,1,1,1,1,1,0,1
birth,1,1,1,1,1,1,0,1
birthday,1,1,1,1,1,1,0,1
bit,1,1,1,1,1,1,1,1
bite,1,1,1,1,1,1,0,1
bitter,0,1,1,0,1,1,0,1
bizarre,0,0,1,0,0,1,0,0
black,1,1,1,1,1,1,0,1
blade,0,1,1,0,1,1,0,0
blame,0,1,1,0,1,1,0,1
blank,1,1,1,1,1,1,0,1
blanket,1,1,1,1,1,1,0,1
blast,0,1,1,0,1,1,0,0
bleed,1,1,1,1,1,1,0,1
blend,0,1,1,0,1,1,0,0
bless,0,1,1,0,1,1,0,0
blind,1,1,1,1,1,1,0,1
block,1,1,1,1,1,1,1,1
blog,1,1,1,1,1,1,1,1
blood,1,1,1,1,1,1,0,1
bloom,0,1,1,0,1,1,0,0
blow,1,1,1,1,1,1,0,1
blue,1,1,1,1,1,1,0,1
blur,0,1,1,0,1,1,0,0
board,1,1,1,1,1,1,1,1
boat,1,1,1,1,1,1,0,1
body,1,1,1,1,1,1,1,1
boil,1,1,1,1,1,1,0,1
bold,0,1,1,0,1,1,1,0
bomb,0,1,1,0,1,1,0,0
bond,0,1,1,0,1,1,1,0
bone,1,1,1,1,1,1,0,1
bonus,0,1,1,0,1,1,1,0
book,1,1,1,1,1,1,1,1
boom,0,1,1,0,1,1,1,0
boost,0,1,1,0,1,1,1,0
boot,1,1,1,1,1,1,0,1
booth,0,1,1,0,1,1,1,0
border,0,1,1,0,1,1,0,0
bore,0,1,1,0,1,1,0,0
boring,1,1,1,1,1,1,0,1
born,1,1,1,1,1,1,0,1
borrow,1,1,1,1,1,1,1,1
boss,1,1,1,1,1,1,1,1
both,1,1,1,1,1,1,1,1
bother,1,1,1,1,1,1,0,1
bottle,1,1,1,1,1,1,0,1
bottom,1,1,1,1,1,1,1,1
bounce,1,1,1,1,1,1,0,1
bound,0,1,1,0,1,1,0,0
boundary,0,1,1,0,1,1,1,0
bowl,1,1,1,1,1,1,0,1
box,1,1,1,1,1,1,0,1
boy,1,1,1,1,1,1,0,1
brain,1,1,1,1,1,1,0,1
brake,1,1,1,1,1,1,0,1
branch,1,1,1,1,1,1,1,1
brand,0,1,1,0,1,1,1,1
brave,1,1,1,1,1,1,0,1
breach,0,0,1,0,0,1,1,0
bread,1,1,1,1,1,1,0,1
break,1,1,1,1,1,1,1,1
breakfast,1,1,1,1,1,1,0,1
breast,0,1,1,0,1,1,0,0
breath,1,1,1,1,1,1,0,1
breathe,1,1,1,1,1,1,0,1
breed,0,1,1,0,1,1,0,0
brick,1,1,1,1,1,1,0,1
bridge,1,1,1,1,1,1,0,1
brief,0,1,1,0,1,1,1,0
bright,1,1,1,1,1,1,0,1
brilliant,0,1,1,0,1,1,0,0
bring,1,1,1,1,1,1,1,1
broad,0,1,1,0,1,1,1,0
broadcast,0,1,1,0,1,1,0,0
brochure,0,1,1,0,1,1,1,0
broke,1,1,1,1,1,1,0,1
broken,1,1,1,1,1,1,0,1
broker,0,0,1,0,0,1,1,0
bronze,0,1,1,0,1,1,0,0
brother,1,1,1,1,1,1,0,1
brown,1,1,1,1,1,1,0,1
browse,0,1,1,0,1,1,0,1
brush,1,1,1,1,1,1,0,1
bubble,1,1,1,1,1,1,0,1
bucket,1,1,1,1,1,1,0,1
budget,0,1,1,0,1,1,1,0
bug,1,1,1,1,1,1,0,1
build,1,1,1,1,1,1,1,1
building,1,1,1,1,1,1,1,1
bulk,0,1,1,0,1,1,1,0
bullet,0,1,1,0,1,1,0,0
bunch,1,1,1,1,1,1,0,1
bundle,0,1,1,0,1,1,1,0
burden,0,1,1,0,1,1,1,0
bureau,0,1,1,0,1,1,1,0
burn,1,1,1,1,1,1,0,1
burst,0,1,1,0,1,1,0,0
bury,0,1,1,0,1,1,0,0
bus,1,1,1,1,1,1,0,1
bush,1,1,1,1,1,1,0,1
business,1,1,1,1,1,1,1,1
busy,1,1,1,1,1,1,1,1
butter,1,1,1,1,1,1,0,1
button,1,1,1,1,1,1,0,1
buy,1,1,1,1,1,1,1,1
buyer,0,1,1,0,1,1,1,0
cab,1,1,1,1,1,1,0,1
cabin,1,1,1,1,1,1,0,1
cabinet,0,1,1,0,1,1,1,0
cable,1,1,1,1,1,1,0,1
cafe,1,1,1,1,1,1,0,1
cage,1,1,1,1,1,1,0,1
cake,1,1,1,1,1,1,0,1
calculate,0,1,1,0,1,1,1,0
calculation,0,1,1,0,1,1,1,0
calendar,1,1,1,1,1,1,1,1
call,1,1,1,1,1,1,1,1
calm,1,1,1,1,1,1,0,1
camera,1,1,1,1,1,1,0,1
camp,1,1,1,1,1,1,0,1
campaign,0,1,1,0,1,1,1,0
campus,1,1,1,1,1,1,0,0
cancel,1,1,1,1,1,1,1,1
cancer,0,1,1,0,1,1,0,0
candidate,0,1,1,0,1,1,1,0
candle,1,1,1,1,1,1,0,1
candy,1,1,1,1,1,1,0,1
canvas,0,1,1,0,1,1,0,0
cap,1,1,1,1,1,1,0,1
capable,0,1,1,0,1,1,1,0
capacity,0,1,1,0,1,1,1,0
capital,0,1,1,0,1,1,1,0
captain,1,1,1,1,1,1,0,1
capture,0,1,1,0,1,1,1,0
car,1,1,1,1,1,1,0,1
carbon,0,1,1,0,1,1,0,0
card,1,1,1,1,1,1,1,1
care,1,1,1,1,1,1,1,1
career,1,1,1,1,1,1,1,1
careful,1,1,1,1,1,1,1,1
cargo,0,1,1,0,1,1,1,0
carpet,1,1,1,1,1,1,0,1
carrot,1,1,1,1,1,1,0,1
carry,1,1,1,1,1,1,1,1
cart,1,1,1,1,1,1,0,1
carve,0,1,1,0,1,1,0,0
case,1,1,1,1,1,1,1,1
cash,1,1,1,1,1,1,1,1
casino,0,1,1,0,1,1,0,0
cast,0,1,1,0,1,1,0,0
castle,1,1,1,1,1,1,0,1
casual,0,1,1,0,1,1,1,1
cat,1,1,1,1,1,1,0,1
catalog,0,1,1,0,1,1,1,0
catch,1,1,1,1,1,1,1,1
category,0,1,1,0,1,1,1,0
cater,0,1,1,0,1,1,1,0
cattle,0,1,1,0,1,1,0,0
cause,1,1,1,1,1,1,1,1
caution,0,1,1,0,1,1,1,0
cave,1,1,1,1,1,1,0,1
cease,0,0,1,0,0,1,1,0
ceiling,1,1,1,1,1,1,0,1
celebrate,1,1,1,1,1,1,0,1
celebration,1,1,1,1,1,1,0,1
celebrity,0,1,1,0,1,1,0,0
cell,0,1,1,0,1,1,0,0
cement,0,1,1,0,1,1,0,0
cemetery,0,1,1,0,1,1,0,0
census,0,0,1,0,0,1,0,0
center,1,1,1,1,1,1,1,1
central,0,1,1,0,1,1,1,0
century,0,1,1,0,1,1,0,0
ceremony,0,1,1,0,1,1,0,0
certain,1,1,1,1,1,1,1,1
certificate,0,1,1,0,1,1,1,0
chain,0,1,1,0,1,1,1,0
chair,1,1,1,1,1,1,0,1
chairman,0,1,1,0,1,1,1,0
challenge,0,1,1,0,1,1,1,0
chamber,0,1,1,0,1,1,0,0
champion,0,1,1,0,1,1,0,0
championship,0,1,1,0,1,1,0,0
chance,1,1,1,1,1,1,1,1
change,1,1,1,1,1,1,1,1
channel,0,1,1,0,1,1,1,1
chaos,0,1,1,0,1,1,0,0
chapter,1,1,1,1,1,1,0,0
character,0,1,1,0,1,1,0,0
characteristic,0,1,1,0,1,1,0,0
charge,1,1,1,1,1,1,1,1
charity,0,1,1,0,1,1,0,0
charm,0,1,1,0,1,1,0,0
chart,0,1,1,0,1,1,1,0
chase,1,1,1,1,1,1,0,1
chat,1,1,1,1,1,1,0,1
cheap,1,1,1,1,1,1,0,1
cheat,1,1,1,1,1,1,0,1
check,1,1,1,1,1,1,1,1
cheek,1,1,1,1,1,1,0,1
cheer,1,1,1,1,1,1,0,1
cheese,1,1,1,1,1,1,0,1
chef,1,1,1,1,1,1,0,1
chemical,0,1,1,0,1,1,0,0
chemistry,0,1,1,0,1,1,0,0
chest,1,1,1,1,1,1,0,1
chew,1,1,1,1,1,1,0,1
chicken,1,1,1,1,1,1,0,1
chief,0,1,1,0,1,1,1,0
child,1,1,1,1,1,1,0,1
childhood,0,1,1,0,1,1,0,1
chill,1,1,1,1,1,1,0,1
chin,1,1,1,1,1,1,0,1
chip,1,1,1,1,1,1,0,1
chocolate,1,1,1,1,1,1,0,1
choice,1,1,1,1,1,1,1,1
choose,1,1,1,1,1,1,1,1
chop,1,1,1,1,1,1,0,1
chord,0,1,1,0,1,1,0,0
chronic,0,0,1,0,0,1,0,0
chunk,0,1,1,0,1,1,0,0
church,1,1,1,1,1,1,0,1
cigarette,0,1,1,0,1,1,0,0
circle,1,1,1,1,1,1,0,1
circuit,0,1,1,0,1,1,0,0
circulate,0,1,1,0,1,1,0,0
circumstance,0,1,1,0,1,1,1,0
cite,0,1,1,0,1,1,1,0
citizen,0,1,1,0,1,1,0,0
city,1,1,1,1,1,1,1,1
civil,0,1,1,0,1,1,0,0
civilian,0,1,1,0,1,1,0,0
civilization,0,1,1,0,1,1,0,0
claim,0,1,1,0,1,1,1,0
clarify,0,1,1,0,1,1,1,0
clarity,0,0,1,0,0,1,1,0
clash,0,1,1,0,1,1,0,0
class,1,1,1,1,1,1,1,1
classic,0,1,1,0,1,1,0,0
classify,0,1,1,0,1,1,0,0
classroom,1,1,1,1,1,1,0,0
clause,0,0,1,0,0,1,1,0
clay,0,1,1,0,1,1,0,0
clean,1,1,1,1,1,1,0,1
clear,1,1,1,1,1,1,1,1
clerk,0,1,1,0,1,1,1,0
clever,1,1,1,1,1,1,0,1
click,1,1,1,1,1,1,0,1
client,0,1,1,0,1,1,1,0
cliff,0,1,1,0,1,1,0,0
climate,0,1,1,0,1,1,0,0
climb,1,1,1,1,1,1,0,1
clinic,0,1,1,0,1,1,0,0
clip,1,1,1,1,1,1,0,1
clock,1,1,1,1,1,1,0,1
clone,0,1,1,0,1,1,0,0
close,1,1,1,1,1,1,1,1
closet,1,1,1,1,1,1,0,1
cloth,1,1,1,1,1,1,0,1
clothes,1,1,1,1,1,1,0,1
clothing,1,1,1,1,1,1,0,1
cloud,1,1,1,1,1,1,0,1
club,1,1,1,1,1,1,0,1
clue,0,1,1,0,1,1,0,1
cluster,0,0,1,0,0,1,1,0
coach,1,1,1,1,1,1,0,1
coal,0,1,1,0,1,1,0,0
coalition,0,0,1,0,0,1,1,0
coast,0,1,1,0,1,1,0,0
coat,1,1,1,1,1,1,0,1
code,0,1,1,0,1,1,1,0
coffee,1,1,1,1,1,1,0,1
cognitive,0,0,1,0,0,1,0,0
coin,1,1,1,1,1,1,0,1
coincide,0,0,1,0,0,1,1,0
cold,1,1,1,1,1,1,0,1
collaborate,0,1,1,0,1,1,1,0
collaboration,0,1,1,0,1,1,1,0
collapse,0,1,1,0,1,1,0,0
collar,1,1,1,1,1,1,0,1
colleague,0,1,1,0,1,1,1,0
collect,1,1,1,1,1,1,1,1
collection,1,1,1,1,1,1,0,0
collective,0,0,1,0,0,1,1,0
college,1,1,1,1,1,1,0,0
collision,0,1,1,0,1,1,0,0
colony,0,1,1,0,1,1,0,0
color,1,1,1,1,1,1,0,1
column,0,1,1,0,1,1,1,0
combat,0,1,1,0,1,1,0,0
combination,0,1,1,0,1,1,1,0
combine,0,1,1,0,1,1,1,0
come,1,1,1,1,1,1,1,1
comedy,0,1,1,0,1,1,0,1
comfort,1,1,1,1,1,1,0,1
comfortable,1,1,1,1,1,1,0,1
comic,1,1,1,1,1,1,0,1
command,0,1,1,0,1,1,1,0
commander,0,1,1,0,1,1,0,0
comment,0,1,1,0,1,1,1,1
commerce,0,1,1,0,1,1,1,0
commercial,0,1,1,0,1,1,1,0
commission,0,1,1,0,1,1,1,0
commit,0,1,1,0,1,1,1,0
commitment,0,1,1,0,1,1,1,0
committee,0,1,1,0,1,1,1,0
commodity,0,0,1,0,0,1,1,0
common,1,1,1,1,1,1,1,1
communicate,0,1,1,0,1,1,1,0
communication,0,1,1,0,1,1,1,0
community,0,1,1,0,1,1,1,0
commute,0,1,1,0,1,1,0,1
compact,0,1,1,0,1,1,1,0
companion,0,1,1,0,1,1,0,0
company,1,1,1,1,1,1,1,1
compare,1,1,1,1,1,1,1,1
comparison,0,1,1,0,1,1,1,0
compel,0,0,1,0,0,1,0,0
compensate,0,1,1,0,1,1,1,0
compensation,0,1,1,0,1,1,1,0
compete,0,1,1,0,1,1,1,0
competent,0,0,1,0,0,1,1,0
competition,0,1,1,0,1,1,1,0
competitive,0,1,1,0,1,1,1,0
competitor,0,1,1,0,1,1,1,0
compile,0,0,1,0,0,1,1,0
complain,1,1,1,1,1,1,0,1
complaint,0,1,1,0,1,1,1,0
complement,0,0,1,0,0,1,1,0
complete,1,1,1,1,1,1,1,1
complex,0,1,1,0,1,1,1,0
complexity,0,0,1,0,0,1,1,0
compliance,0,0,1,0,0,1,1,0
complicate,0,1,1,0,1,1,0,0
comply,0,0,1,0,0,1,1,0
component,0,1,1,0,1,1,1,0
compose,0,1,1,0,1,1,0,0
composition,0,1,1,0,1,1,0,0
compound,0,1,1,0,1,1,0,0
comprehensive,0,1,1,0,1,1,1,0
comprise,0,0,1,0,0,1,1,0
compromise,0,1,1,0,1,1,1,0
compute,0,1,1,0,1,1,0,0
computer,1,1,1,1,1,1,1,1
conceal,0,0,1,0,0,1,0,0
conceive,0,0,1,0,0,1,0,0
concentrate,0,1,1,0,1,1,0,0
concentration,0,1,1,0,1,1,0,0
concept,0,1,1,0,1,1,1,0
concern,0,1,1,0,1,1,1,0
concert,1,1,1,1,1,1,0,1
conclude,0,1,1,0,1,1,1,0
conclusion,0,1,1,0,1,1,1,0
concrete,0,1,1,0,1,1,1,0
condemn,0,0,1,0,0,1,0,0
condition,0,1,1,0,1,1,1,0
conduct,0,1,1,0,1,1,1,0
conference,0,1,1,0,1,1,1,0
confess,0,1,1,0,1,1,0,0
confidence,0,1,1,0,1,1,1,0
confident,0,1,1,0,1,1,1,0
confidential,0,0,1,0,0,1,1,0
configuration,0,0,1,0,0,1,1,0
confine,0,0,1,0,0,1,0,0
confirm,0,1,1,0,1,1,1,0
conflict,0,1,1,0,1,1,1,0
conform,0,0,1,0,0,1,1,0
confront,0,1,1,0,1,1,0,0
confuse,1,1,1,1,1,1,0,1
confusion,0,1,1,0,1,1,0,0
congratulate,1,1,1,1,1,1,0,1
congress,0,1,1,0,1,1,0,0
connect,1,1,1,1,1,1,1,1
connection,0,1,1,0,1,1,1,1
conscience,0,1,1,0,1,1,0,0
conscious,0,1,1,0,1,1,0,0
consciousness,0,0,1,0,0,1,0,0
consensus,0,0,1,0,0,1,1,0
consent,0,1,1,0,1,1,1,0
consequence,0,1,1,0,1,1,1,0
