word,toefl_beginner,toefl_intermediate,toefl_advanced,ielts_beginner,ielts_intermediate,ielts_advanced,business_english,everyday_english
phrase,0,1,0,0,1,0,0,0
physical,1,0,0,1,0,0,0,1
physics,0,1,0,0,1,0,0,0
pick,1,0,0,1,0,0,0,1
picture,1,0,0,1,0,0,0,1
piece,1,0,0,1,0,0,0,1
pile,1,0,0,1,0,0,0,1
pillar,0,1,0,0,1,0,0,0
pilot,1,0,0,1,0,0,0,1
pin,1,0,0,1,0,0,0,1
pioneer,0,1,0,0,1,0,0,0
pipe,1,0,0,1,0,0,0,1
pitch,0,1,0,0,1,0,1,1
pivotal,0,0,1,0,0,1,1,0
place,1,0,0,1,0,0,0,1
plague,0,1,0,0,1,0,0,0
plain,1,0,0,1,0,0,0,1
plan,1,0,0,1,0,0,1,1
planet,1,0,0,1,0,0,0,1
plant,1,0,0,1,0,0,0,1
plastic,1,0,0,1,0,0,0,1
plate,1,0,0,1,0,0,0,1
platform,0,1,0,0,1,0,1,0
plausible,0,0,1,0,0,1,0,0
play,1,0,0,1,0,0,0,1
plea,0,1,0,0,1,0,1,0
pleasant,1,0,0,1,0,0,0,1
please,1,0,0,1,0,0,0,1
pleasure,1,0,0,1,0,0,0,1
pledge,0,1,0,0,1,0,1,0
plenty,1,0,0,1,0,0,0,1
plot,0,1,0,0,1,0,0,1
plow,0,1,0,0,1,0,0,0
plug,1,0,0,1,0,0,0,1
plunge,0,1,0,0,1,0,0,0
plural,0,1,0,0,1,0,0,0
plus,1,0,0,1,0,0,1,1
pocket,1,0,0,1,0,0,0,1
poem,1,0,0,1,0,0,0,1
poet,1,0,0,1,0,0,0,1
poetry,1,0,0,1,0,0,0,1
point,1,0,0,1,0,0,1,1
poison,1,0,0,1,0,0,0,1
polar,0,1,0,0,1,0,0,0
pole,1,0,0,1,0,0,0,1
police,1,0,0,1,0,0,0,1
policy,0,1,0,0,1,0,1,0
polish,1,0,0,1,0,0,0,1
polite,1,0,0,1,0,0,0,1
political,0,1,0,0,1,0,0,0
politics,0,1,0,0,1,0,0,0
poll,0,1,0,0,1,0,1,0
pollute,0,1,0,0,1,0,0,0
pond,1,0,0,1,0,0,0,1
pool,1,0,0,1,0,0,0,1
poor,1,0,0,1,0,0,0,1
popular,1,0,0,1,0,0,0,1
population,0,1,0,0,1,0,0,0
porch,1,0,0,1,0,0,0,1
port,1,0,0,1,0,0,1,1
portfolio,0,1,0,0,1,0,1,0
portion,0,1,0,0,1,0,1,0
portrait,0,1,0,0,1,0,0,0
portray,0,1,0,0,1,0,0,0
pose,0,1,0,0,1,0,0,0
position,1,0,0,1,0,0,1,1
positive,1,0,0,1,0,0,1,1
possess,0,1,0,0,1,0,0,0
possession,0,1,0,0,1,0,0,0
possibility,0,1,0,0,1,0,1,0
possible,1,0,0,1,0,0,0,1
post,1,0,0,1,0,0,1,1
postpone,0,1,0,0,1,0,1,0
postulate,0,0,1,0,0,1,0,0
posture,0,1,0,0,1,0,0,0
pot,1,0,0,1,0,0,0,1
potential,0,1,0,0,1,0,1,0
pottery,0,1,0,0,1,0,0,0
pound,1,0,0,1,0,0,0,1
pour,1,0,0,1,0,0,0,1
poverty,0,1,0,0,1,0,0,0
powder,1,0,0,1,0,0,0,1
power,1,0,0,1,0,0,1,1
practical,0,1,0,0,1,0,1,0
practice,1,0,0,1,0,0,1,1
pragmatic,0,0,1,0,0,1,1,0
praise,1,0,0,1,0,0,0,1
pray,1,0,0,1,0,0,0,1
precarious,0,0,1,0,0,1,0,0
precaution,0,1,0,0,1,0,1,0
precede,0,1,0,0,1,0,0,0
precedent,0,0,1,0,0,1,1,0
precious,1,0,0,1,0,0,0,1
precipitate,0,0,1,0,0,1,0,0
precise,0,1,0,0,1,0,1,0
precision,0,1,0,0,1,0,1,0
preclude,0,0,1,0,0,1,1,0
predator,0,1,0,0,1,0,0,0
predecessor,0,0,1,0,0,1,1,0
predict,0,1,0,0,1,0,1,0
predominant,0,0,1,0,0,1,0,0
preface,0,1,0,0,1,0,0,0
prefer,1,0,0,1,0,0,1,1
preference,0,1,0,0,1,0,1,0
pregnant,1,0,0,1,0,0,0,1
prejudice,0,1,0,0,1,0,0,0
preliminary,0,1,0,0,1,0,1,0
premature,0,1,0,0,1,0,0,0
premise,0,0,1,0,0,1,1,0
premium,0,1,0,0,1,0,1,0
preoccupy,0,0,1,0,0,1,0,0
prepare,1,0,0,1,0,0,1,1
prerequisite,0,0,1,0,0,1,1,0
prescribe,0,1,0,0,1,0,0,0
presence,0,1,0,0,1,0,1,0
present,1,0,0,1,0,0,1,1
presentation,0,1,0,0,1,0,1,0
preserve,0,1,0,0,1,0,0,0
preside,0,0,1,0,0,1,0,0
president,1,0,0,1,0,0,1,1
press,1,0,0,1,0,0,1,1
pressure,1,0,0,1,0,0,1,1
prestige,0,1,0,0,1,0,1,0
presume,0,1,0,0,1,0,0,0
pretend,1,0,0,1,0,0,0,1
prevail,0,1,0,0,1,0,0,0
prevalent,0,0,1,0,0,1,0,0
prevent,1,0,0,1,0,0,1,1
previous,1,0,0,1,0,0,1,1
prey,0,1,0,0,1,0,0,0
price,1,0,0,1,0,0,1,1
pride,1,0,0,1,0,0,0,1
priest,1,0,0,1,0,0,0,1
primary,0,1,0,0,1,0,1,0
prime,0,1,0,0,1,0,1,0
primitive,0,1,0,0,1,0,0,0
prince,1,0,0,1,0,0,0,1
principal,0,1,0,0,1,0,1,0
principle,0,1,0,0,1,0,1,0
print,1,0,0,1,0,0,0,1
prior,0,1,0,0,1,0,1,0
priority,0,1,0,0,1,0,1,0
prison,1,0,0,1,0,0,0,1
privacy,0,1,0,0,1,0,1,1
private,1,0,0,1,0,0,1,1
privilege,0,1,0,0,1,0,1,0
prize,1,0,0,1,0,0,0,1
probable,0,1,0,0,1,0,0,0
probe,0,1,0,0,1,0,0,0
problem,1,0,0,1,0,0,1,1
procedure,0,1,0,0,1,0,1,0
proceed,0,1,0,0,1,0,1,0
process,1,0,0,1,0,0,1,1
proclaim,0,1,0,0,1,0,0,0
procure,0,0,1,0,0,1,1,0
produce,1,0,0,1,0,0,1,1
product,1,0,0,1,0,0,1,1
production,0,1,0,0,1,0,1,0
profession,0,1,0,0,1,0,1,0
professional,0,1,0,0,1,0,1,0
professor,1,0,0,1,0,0,0,1
profile,0,1,0,0,1,0,1,0
profit,0,1,0,0,1,0,1,0
profound,0,1,0,0,1,0,0,0
program,1,0,0,1,0,0,1,1
progress,1,0,0,1,0,0,1,1
prohibit,0,1,0,0,1,0,1,0
project,1,0,0,1,0,0,1,1
proliferate,0,0,1,0,0,1,0,0
prolong,0,1,0,0,1,0,0,0
prominent,0,1,0,0,1,0,0,0
promise,1,0,0,1,0,0,1,1
promote,0,1,0,0,1,0,1,0
prompt,0,1,0,0,1,0,1,0
prone,0,1,0,0,1,0,0,0
pronounce,1,0,0,1,0,0,0,1
proof,1,0,0,1,0,0,1,1
propaganda,0,1,0,0,1,0,0,0
propel,0,1,0,0,1,0,0,0
proper,1,0,0,1,0,0,1,1
property,0,1,0,0,1,0,1,1
prophet,0,1,0,0,1,0,0,0
proportion,0,1,0,0,1,0,1,0
proposal,0,1,0,0,1,0,1,0
propose,0,1,0,0,1,0,1,0
proposition,0,1,0,0,1,0,1,0
proprietor,0,0,1,0,0,1,1,0
prose,0,1,0,0,1,0,0,0
prosecute,0,1,0,0,1,0,1,0
prospect,0,1,0,0,1,0,1,0
prosper,0,1,0,0,1,0,1,0
prosperity,0,1,0,0,1,0,1,0
protect,1,0,0,1,0,0,1,1
protein,0,1,0,0,1,0,0,0
protest,0,1,0,0,1,0,0,0
protocol,0,1,0,0,1,0,1,0
prototype,0,1,0,0,1,0,1,0
proud,1,0,0,1,0,0,0,1
prove,1,0,0,1,0,0,1,1
provide,1,0,0,1,0,0,1,1
province,0,1,0,0,1,0,0,0
provision,0,1,0,0,1,0,1,0
provoke,0,1,0,0,1,0,0,0
proximity,0,0,1,0,0,1,0,0
prudent,0,0,1,0,0,1,1,0
psychiatry,0,1,0,0,1,0,0,0
psychology,0,1,0,0,1,0,0,0
public,1,0,0,1,0,0,1,1
publication,0,1,0,0,1,0,1,0
publicity,0,1,0,0,1,0,1,0
publish,0,1,0,0,1,0,1,0
pull,1,0,0,1,0,0,0,1
pulse,0,1,0,0,1,0,0,0
pump,1,0,0,1,0,0,0,1
punch,1,0,0,1,0,0,0,1
punctual,0,1,0,0,1,0,1,0
punish,1,0,0,1,0,0,0,1
pupil,1,0,0,1,0,0,0,1
purchase,0,1,0,0,1,0,1,1
pure,1,0,0,1,0,0,0,1
purport,0,0,1,0,0,1,1,0
purpose,1,0,0,1,0,0,1,1
pursue,0,1,0,0,1,0,1,0
pursuit,0,1,0,0,1,0,0,0
push,1,0,0,1,0,0,0,1
put,1,0,0,1,0,0,0,1
puzzle,1,0,0,1,0,0,0,1
pyramid,0,1,0,0,1,0,0,0
qualify,0,1,0,0,1,0,1,0
quality,1,0,0,1,0,0,1,1
quantify,0,0,1,0,0,1,1,0
quantity,0,1,0,0,1,0,1,0
quarantine,0,1,0,0,1,0,0,0
quarrel,0,1,0,0,1,0,0,1
quarter,1,0,0,1,0,0,1,1
queen,1,0,0,1,0,0,0,1
query,0,1,0,0,1,0,1,0
quest,0,1,0,0,1,0,0,0
question,1,0,0,1,0,0,1,1
queue,0,1,0,0,1,0,1,1
quick,1,0,0,1,0,0,0,1
quiet,1,0,0,1,0,0,0,1
quit,1,0,0,1,0,0,0,1
quite,1,0,0,1,0,0,0,1
quota,0,1,0,0,1,0,1,0
quote,0,1,0,0,1,0,1,1
race,1,0,0,1,0,0,0,1
racial,0,1,0,0,1,0,0,0
rack,1,0,0,1,0,0,0,1
radar,0,1,0,0,1,0,0,0
radiant,0,1,0,0,1,0,0,0
radical,0,1,0,0,1,0,0,0
radio,1,0,0,1,0,0,0,1
rage,0,1,0,0,1,0,0,1
raid,0,1,0,0,1,0,0,0
rail,1,0,0,1,0,0,0,1
rain,1,0,0,1,0,0,0,1
raise,1,0,0,1,0,0,1,1
rally,0,1,0,0,1,0,1,0
ramification,0,0,1,0,0,1,1,0
ramp,0,1,0,0,1,0,1,0
random,0,1,0,0,1,0,0,1
range,1,0,0,1,0,0,1,1
rank,0,1,0,0,1,0,1,0
rapid,0,1,0,0,1,0,1,0
rare,1,0,0,1,0,0,0,1
rate,1,0,0,1,0,0,1,1
rather,1,0,0,1,0,0,0,1
ratio,0,1,0,0,1,0,1,0
rational,0,1,0,0,1,0,0,0
rationale,0,0,1,0,0,1,1,0
raw,1,0,0,1,0,0,1,1
ray,1,0,0,1,0,0,0,1
reach,1,0,0,1,0,0,1,1
react,0,1,0,0,1,0,0,1
reaction,0,1,0,0,1,0,0,0
read,1,0,0,1,0,0,0,1
ready,1,0,0,1,0,0,0,1
real,1,0,0,1,0,0,1,1
realistic,0,1,0,0,1,0,0,0
reality,0,1,0,0,1,0,0,1
realize,1,0,0,1,0,0,0,1
realm,0,1,0,0,1,0,0,0
reap,0,1,0,0,1,0,0,0
rear,1,0,0,1,0,0,0,1
reason,1,0,0,1,0,0,1,1
reasonable,0,1,0,0,1,0,1,0
reassure,0,1,0,0,1,0,0,0
rebel,0,1,0,0,1,0,0,0
rebellion,0,1,0,0,1,0,0,0
rebuke,0,0,1,0,0,1,0,0
recall,0,1,0,0,1,0,1,0
recede,0,0,1,0,0,1,0,0
receipt,0,1,0,0,1,0,1,1
receive,1,0,0,1,0,0,1,1
recent,1,0,0,1,0,0,1,1
reception,0,1,0,0,1,0,1,0
recess,0,1,0,0,1,0,0,0
recession,0,1,0,0,1,0,1,0
recipe,1,0,0,1,0,0,0,1
recipient,0,1,0,0,1,0,1,0
reciprocal,0,0,1,0,0,1,1,0
reckon,0,1,0,0,1,0,0,0
reclaim,0,1,0,0,1,0,0,0
recognize,1,0,0,1,0,0,1,1
recommend,1,0,0,1,0,0,1,1
reconcile,0,1,0,0,1,0,1,0
record,1,0,0,1,0,0,1,1
recount,0,1,0,0,1,0,0,0
recover,1,0,0,1,0,0,1,1
recovery,0,1,0,0,1,0,1,0
recreation,0,1,0,0,1,0,0,0
recruit,0,1,0,0,1,0,1,0
rectangle,1,0,0,1,0,0,0,0
rectify,0,0,1,0,0,1,1,0
recur,0,1,0,0,1,0,0,0
recycle,0,1,0,0,1,0,0,1
red,1,0,0,1,0,0,0,1
redeem,0,1,0,0,1,0,1,0
reduce,1,0,0,1,0,0,1,1
redundant,0,0,1,0,0,1,1,0
refer,1,0,0,1,0,0,1,1
referee,0,1,0,0,1,0,0,1
reference,0,1,0,0,1,0,1,0
refine,0,1,0,0,1,0,1,0
reflect,0,1,0,0,1,0,1,0
reflection,0,1,0,0,1,0,0,0
reform,0,1,0,0,1,0,1,0
refrain,0,1,0,0,1,0,0,0
refresh,1,0,0,1,0,0,0,1
refuge,0,1,0,0,1,0,0,0
refugee,0,1,0,0,1,0,0,0
refund,0,1,0,0,1,0,1,1
refuse,1,0,0,1,0,0,0,1
refute,0,0,1,0,0,1,0,0
regain,0,1,0,0,1,0,0,0
regard,0,1,0,0,1,0,1,0
regime,0,1,0,0,1,0,0,0
region,1,0,0,1,0,0,0,0
register,0,1,0,0,1,0,1,1
regret,1,0,0,1,0,0,0,1
regular,1,0,0,1,0,0,1,1
regulate,0,1,0,0,1,0,1,0
regulation,0,1,0,0,1,0,1,0
rehabilitate,0,0,1,0,0,1,0,0
rehearse,0,1,0,0,1,0,0,0
reign,0,1,0,0,1,0,0,0
reimburse,0,1,0,0,1,0,1,0
reinforce,0,1,0,0,1,0,1,0
reiterate,0,0,1,0,0,1,1,0
reject,0,1,0,0,1,0,1,0
relate,1,0,0,1,0,0,1,1
relation,0,1,0,0,1,0,1,0
relationship,1,0,0,1,0,0,1,1
relative,0,1,0,0,1,0,0,1
relax,1,0,0,1,0,0,0,1
relay,0,1,0,0,1,0,1,0
release,0,1,0,0,1,0,1,1
relegate,0,0,1,0,0,1,0,0
relent,0,0,1,0,0,1,0,0
relevant,0,1,0,0,1,0,1,0
reliable,0,1,0,0,1,0,1,0
reliance,0,1,0,0,1,0,1,0
relief,0,1,0,0,1,0,0,1
relieve,0,1,0,0,1,0,0,0
religion,1,0,0,1,0,0,0,0
religious,0,1,0,0,1,0,0,0
reluctant,0,1,0,0,1,0,0,0
rely,0,1,0,0,1,0,1,0
remain,1,0,0,1,0,0,1,1
remainder,0,1,0,0,1,0,0,0
remark,0,1,0,0,1,0,0,0
remarkable,0,1,0,0,1,0,0,0
remedy,0,1,0,0,1,0,1,0
remember,1,0,0,1,0,0,0,1
remind,1,0,0,1,0,0,0,1
remnant,0,0,1,0,0,1,0,0
remote,0,1,0,0,1,0,1,0
remove,1,0,0,1,0,0,1,1
renaissance,0,1,0,0,1,0,0,0
render,0,1,0,0,1,0,1,0
renew,0,1,0,0,1,0,1,0
renovate,0,1,0,0,1,0,0,0
renowned,0,0,1,0,0,1,0,0
rent,1,0,0,1,0,0,1,1
repay,0,1,0,0,1,0,1,0
repeal,0,0,1,0,0,1,1,0
repeat,1,0,0,1,0,0,0,1
repel,0,1,0,0,1,0,0,0
repercussion,0,0,1,0,0,1,1,0
repertoire,0,0,1,0,0,1,0,0
replace,1,0,0,1,0,0,1,1
replicate,0,0,1,0,0,1,1,0
reply,1,0,0,1,0,0,1,1
report,1,0,0,1,0,0,1,1
represent,0,1,0,0,1,0,1,0
representative,0,1,0,0,1,0,1,0
repress,0,1,0,0,1,0,0,0
reproduce,0,1,0,0,1,0,0,0
republic,0,1,0,0,1,0,0,0
repudiate,0,0,1,0,0,1,0,0
reputation,0,1,0,0,1,0,1,0
request,0,1,0,0,1,0,1,1
require,1,0,0,1,0,0,1,1
requisite,0,0,1,0,0,1,1,0
rescue,1,0,0,1,0,0,0,1
research,0,1,0,0,1,0,1,0
resemble,0,1,0,0,1,0,0,0
resent,0,1,0,0,1,0,0,0
reservation,0,1,0,0,1,0,1,1
reserve,0,1,0,0,1,0,1,0
reservoir,0,1,0,0,1,0,0,0
reside,0,1,0,0,1,0,0,0
residence,0,1,0,0,1,0,0,0
resident,0,1,0,0,1,0,0,0
residual,0,0,1,0,0,1,1,0
resign,0,1,0,0,1,0,1,0
resilient,0,0,1,0,0,1,1,0
resist,0,1,0,0,1,0,0,0
resistance,0,1,0,0,1,0,0,0
resolution,0,1,0,0,1,0,1,0
resolve,0,1,0,0,1,0,1,0
resort,0,1,0,0,1,0,1,1
resource,0,1,0,0,1,0,1,0
respect,1,0,0,1,0,0,1,1
respective,0,1,0,0,1,0,1,0
respond,1,0,0,1,0,0,1,1
response,0,1,0,0,1,0,1,0
responsibility,0,1,0,0,1,0,1,0
responsible,0,1,0,0,1,0,1,1
rest,1,0,0,1,0,0,0,1
restaurant,1,0,0,1,0,0,0,1
restore,0,1,0,0,1,0,1,0
restrain,0,1,0,0,1,0,0,0
restrict,0,1,0,0,1,0,1,0
restriction,0,1,0,0,1,0,1,0
result,1,0,0,1,0,0,1,1
resume,0,1,0,0,1,0,1,0
retail,0,1,0,0,1,0,1,0
retain,0,1,0,0,1,0,1,0
retaliate,0,0,1,0,0,1,0,0
retire,0,1,0,0,1,0,1,1
retirement,0,1,0,0,1,0,1,0
retreat,0,1,0,0,1,0,0,0
retrieve,0,1,0,0,1,0,1,0
retrospect,0,0,1,0,0,1,0,0
return,1,0,0,1,0,0,1,1
reveal,0,1,0,0,1,0,0,0
revenge,0,1,0,0,1,0,0,1
revenue,0,1,0,0,1,0,1,0
reverse,0,1,0,0,1,0,1,0
revert,0,0,1,0,0,1,1,0
review,1,0,0,1,0,0,1,1
revise,0,1,0,0,1,0,1,0
revision,0,1,0,0,1,0,1,0
revive,0,1,0,0,1,0,0,0
revolt,0,1,0,0,1,0,0,0
revolution,0,1,0,0,1,0,0,0
reward,1,0,0,1,0,0,1,1
rhetoric,0,0,1,0,0,1,0,0
rhythm,0,1,0,0,1,0,0,0
rib,1,0,0,1,0,0,0,1
ribbon,1,0,0,1,0,0,0,1
rice,1,0,0,1,0,0,0,1
rich,1,0,0,1,0,0,0,1
rid,1,0,0,1,0,0,0,1
riddle,0,1,0,0,1,0,0,1
ride,1,0,0,1,0,0,0,1
ridge,0,1,0,0,1,0,0,0
ridicule,0,1,0,0,1,0,0,0
ridiculous,0,1,0,0,1,0,0,1
rifle,0,1,0,0,1,0,0,0
right,1,0,0,1,0,0,1,1
rigid,0,1,0,0,1,0,0,0
rigor,0,0,1,0,0,1,1,0
rigorous,0,0,1,0,0,1,1,0
rim,1,0,0,1,0,0,0,1
ring,1,0,0,1,0,0,0,1
riot,0,1,0,0,1,0,0,0
ripe,1,0,0,1,0,0,0,1
rise,1,0,0,1,0,0,1,1
risk,1,0,0,1,0,0,1,1
rite,0,1,0,0,1,0,0,0
ritual,0,1,0,0,1,0,0,0
rival,0,1,0,0,1,0,1,0
river,1,0,0,1,0,0,0,1
road,1,0,0,1,0,0,0,1
roam,0,1,0,0,1,0,0,0
roar,0,1,0,0,1,0,0,1
rob,1,0,0,1,0,0,0,1
robe,0,1,0,0,1,0,0,0
robot,1,0,0,1,0,0,0,1
robust,0,1,0,0,1,0,1,0
rock,1,0,0,1,0,0,0,1
rocket,1,0,0,1,0,0,0,1
rod,0,1,0,0,1,0,0,0
role,1,0,0,1,0,0,1,1
roll,1,0,0,1,0,0,0,1
romance,0,1,0,0,1,0,0,1
romantic,0,1,0,0,1,0,0,1
roof,1,0,0,1,0,0,0,1
room,1,0,0,1,0,0,0,1
root,1,0,0,1,0,0,0,1
rope,1,0,0,1,0,0,0,1
rose,1,0,0,1,0,0,0,1
rotate,0,1,0,0,1,0,0,0
rotation,0,1,0,0,1,0,0,0
rough,1,0,0,1,0,0,0,1
round,1,0,0,1,0,0,0,1
route,1,0,0,1,0,0,1,1
routine,0,1,0,0,1,0,1,1
row,1,0,0,1,0,0,0,1
royal,1,0,0,1,0,0,0,1
rub,1,0,0,1,0,0,0,1
rubber,1,0,0,1,0,0,0,1
rude,1,0,0,1,0,0,0,1
rug,1,0,0,1,0,0,0,1
ruin,0,1,0,0,1,0,0,1
rule,1,0,0,1,0,0,1,1
rumor,0,1,0,0,1,0,0,1
run,1,0,0,1,0,0,0,1
rupture,0,0,1,0,0,1,0,0
rural,0,1,0,0,1,0,0,0
rush,1,0,0,1,0,0,0,1
rust,1,0,0,1,0,0,0,1
ruthless,0,0,1,0,0,1,0,0
