word,toefl_beginner,toefl_intermediate,toefl_advanced,ielts_beginner,ielts_intermediate,ielts_advanced,business_english,everyday_english
merge,0,0,1,0,0,1,1,0
merit,0,0,1,0,0,1,1,0
mess,1,1,1,1,1,1,0,1
message,1,1,1,1,1,1,1,1
metal,1,1,1,1,1,1,0,1
metaphor,0,0,1,0,0,1,0,0
method,0,1,1,0,1,1,1,1
metric,0,0,1,0,0,1,1,0
microbe,0,0,1,0,0,1,0,0
middle,1,1,1,1,1,1,1,1
might,1,1,1,1,1,1,1,1
migrate,0,0,1,0,0,1,0,0
migration,0,1,1,0,1,1,0,0
mild,0,1,1,0,1,1,0,1
mile,1,1,1,1,1,1,0,1
military,0,1,1,0,1,1,0,0
milk,1,1,1,1,1,1,0,1
mill,0,1,1,0,1,1,0,0
million,1,1,1,1,1,1,1,1
mind,1,1,1,1,1,1,1,1
mine,1,1,1,1,1,1,0,1
mineral,0,1,1,0,1,1,0,0
minimal,0,0,1,0,0,1,1,0
minimize,0,0,1,0,0,1,1,0
minimum,0,1,1,0,1,1,1,0
minister,0,1,1,0,1,1,0,0
ministry,0,1,1,0,1,1,0,0
minor,0,1,1,0,1,1,1,1
minority,0,1,1,0,1,1,0,0
minute,1,1,1,1,1,1,1,1
miracle,0,1,1,0,1,1,0,1
mirror,1,1,1,1,1,1,0,1
misery,0,1,1,0,1,1,0,0
miss,1,1,1,1,1,1,1,1
missile,0,1,1,0,1,1,0,0
mission,0,1,1,0,1,1,1,0
mistake,1,1,1,1,1,1,1,1
mix,1,1,1,1,1,1,0,1
mixture,0,1,1,0,1,1,0,0
mobile,1,1,1,1,1,1,1,1
mode,0,1,1,0,1,1,1,0
model,1,1,1,1,1,1,1,1
moderate,0,1,1,0,1,1,1,0
modern,1,1,1,1,1,1,1,1
modest,0,1,1,0,1,1,0,0
modify,0,0,1,0,0,1,1,0
module,0,0,1,0,0,1,1,0
moist,0,1,1,0,1,1,0,1
moisture,0,1,1,0,1,1,0,0
molecule,0,0,1,0,0,1,0,0
moment,1,1,1,1,1,1,1,1
momentum,0,0,1,0,0,1,1,0
monarch,0,0,1,0,0,1,0,0
money,1,1,1,1,1,1,1,1
monitor,0,1,1,0,1,1,1,1
monkey,1,1,1,1,1,1,0,1
month,1,1,1,1,1,1,1,1
mood,1,1,1,1,1,1,0,1
moon,1,1,1,1,1,1,0,1
moral,0,1,1,0,1,1,0,0
more,1,1,1,1,1,1,1,1
moreover,0,1,1,0,1,1,1,0
morning,1,1,1,1,1,1,1,1
mortgage,0,0,1,0,0,1,1,0
most,1,1,1,1,1,1,1,1
mother,1,1,1,1,1,1,0,1
motion,0,1,1,0,1,1,1,1
motivate,0,1,1,0,1,1,1,0
motive,0,1,1,0,1,1,0,0
motor,1,1,1,1,1,1,0,1
mount,0,1,1,0,1,1,0,0
mountain,1,1,1,1,1,1,0,1
mouse,1,1,1,1,1,1,0,1
mouth,1,1,1,1,1,1,0,1
move,1,1,1,1,1,1,1,1
movement,0,1,1,0,1,1,0,1
movie,1,1,1,1,1,1,0,1
much,1,1,1,1,1,1,1,1
mud,1,1,1,1,1,1,0,1
multiple,0,1,1,0,1,1,1,1
multiply,0,1,1,0,1,1,0,1
municipal,0,0,1,0,0,1,1,0
murder,0,1,1,0,1,1,0,0
muscle,1,1,1,1,1,1,0,1
museum,1,1,1,1,1,1,0,1
music,1,1,1,1,1,1,0,1
must,1,1,1,1,1,1,1,1
mutual,0,1,1,0,1,1,1,0
mystery,1,1,1,1,1,1,0,1
myth,0,1,1,0,1,1,0,0
nail,1,1,1,1,1,1,0,1
name,1,1,1,1,1,1,1,1
narrative,0,0,1,0,0,1,0,0
narrow,1,1,1,1,1,1,0,1
nation,1,1,1,1,1,1,0,1
national,1,1,1,1,1,1,1,1
native,0,1,1,0,1,1,0,1
natural,1,1,1,1,1,1,1,1
nature,1,1,1,1,1,1,0,1
navigate,0,1,1,0,1,1,1,0
navy,0,1,1,0,1,1,0,0
near,1,1,1,1,1,1,1,1
nearby,1,1,1,1,1,1,0,1
neat,1,1,1,1,1,1,0,1
necessary,1,1,1,1,1,1,1,1
necessity,0,1,1,0,1,1,1,0
neck,1,1,1,1,1,1,0,1
need,1,1,1,1,1,1,1,1
negative,0,1,1,0,1,1,1,1
neglect,0,1,1,0,1,1,0,0
negotiate,0,1,1,0,1,1,1,0
negotiation,0,1,1,0,1,1,1,0
neighbor,1,1,1,1,1,1,0,1
neighborhood,1,1,1,1,1,1,0,1
neither,1,1,1,1,1,1,1,1
nerve,0,1,1,0,1,1,0,1
nervous,1,1,1,1,1,1,0,1
nest,1,1,1,1,1,1,0,1
net,1,1,1,1,1,1,1,1
network,0,1,1,0,1,1,1,1
neutral,0,1,1,0,1,1,1,0
never,1,1,1,1,1,1,1,1
nevertheless,0,1,1,0,1,1,1,0
new,1,1,1,1,1,1,1,1
news,1,1,1,1,1,1,1,1
newspaper,1,1,1,1,1,1,0,1
next,1,1,1,1,1,1,1,1
nice,1,1,1,1,1,1,1,1
niche,0,0,1,0,0,1,1,0
night,1,1,1,1,1,1,0,1
nightmare,0,1,1,0,1,1,0,1
nine,1,1,1,1,1,1,1,1
noble,0,1,1,0,1,1,0,0
nobody,1,1,1,1,1,1,0,1
nod,0,1,1,0,1,1,0,1
noise,1,1,1,1,1,1,0,1
nominal,0,0,1,0,0,1,1,0
nominate,0,0,1,0,0,1,0,0
none,1,1,1,1,1,1,1,1
nonetheless,0,0,1,0,0,1,1,0
nonsense,0,1,1,0,1,1,0,1
nor,1,1,1,1,1,1,1,1
norm,0,1,1,0,1,1,1,0
normal,1,1,1,1,1,1,1,1
north,1,1,1,1,1,1,0,1
nose,1,1,1,1,1,1,0,1
notable,0,1,1,0,1,1,1,0
note,1,1,1,1,1,1,1,1
notebook,1,1,1,1,1,1,0,1
nothing,1,1,1,1,1,1,1,1
notice,1,1,1,1,1,1,1,1
notion,0,0,1,0,0,1,0,0
notorious,0,0,1,0,0,1,0,0
noun,0,1,1,0,1,1,0,0
novel,0,1,1,0,1,1,0,1
now,1,1,1,1,1,1,1,1
nowhere,1,1,1,1,1,1,0,1
nuclear,0,1,1,0,1,1,0,0
number,1,1,1,1,1,1,1,1
numerous,0,1,1,0,1,1,1,0
nurse,1,1,1,1,1,1,0,1
nurture,0,0,1,0,0,1,0,0
nut,1,1,1,1,1,1,0,1
nutrient,0,1,1,0,1,1,0,0
nutrition,0,1,1,0,1,1,0,1
oak,0,1,1,0,1,1,0,0
oath,0,0,1,0,0,1,0,0
obey,0,1,1,0,1,1,0,1
object,1,1,1,1,1,1,1,1
objective,0,1,1,0,1,1,1,0
obligation,0,1,1,0,1,1,1,0
oblige,0,0,1,0,0,1,0,0
obscure,0,0,1,0,0,1,0,0
observation,0,1,1,0,1,1,1,0
observe,0,1,1,0,1,1,1,0
observer,0,1,1,0,1,1,0,0
obstacle,0,1,1,0,1,1,1,0
obtain,0,1,1,0,1,1,1,0
obvious,0,1,1,0,1,1,1,1
occasion,0,1,1,0,1,1,1,1
occupation,0,1,1,0,1,1,1,0
occupy,0,1,1,0,1,1,0,0
occur,0,1,1,0,1,1,1,1
ocean,1,1,1,1,1,1,0,1
odd,1,1,1,1,1,1,0,1
odds,0,1,1,0,1,1,1,0
odor,0,1,1,0,1,1,0,1
off,1,1,1,1,1,1,1,1
offend,0,1,1,0,1,1,0,0
offense,0,1,1,0,1,1,0,0
offer,1,1,1,1,1,1,1,1
office,1,1,1,1,1,1,1,1
officer,1,1,1,1,1,1,1,1
official,0,1,1,0,1,1,1,0
offset,0,0,1,0,0,1,1,0
offspring,0,0,1,0,0,1,0,0
often,1,1,1,1,1,1,1,1
oil,1,1,1,1,1,1,1,1
okay,1,1,1,1,1,1,1,1
old,1,1,1,1,1,1,1,1
olive,1,1,1,1,1,1,0,1
omit,0,0,1,0,0,1,1,0
once,1,1,1,1,1,1,1,1
one,1,1,1,1,1,1,1,1
ongoing,0,1,1,0,1,1,1,0
onion,1,1,1,1,1,1,0,1
online,1,1,1,1,1,1,1,1
only,1,1,1,1,1,1,1,1
onset,0,0,1,0,0,1,1,0
open,1,1,1,1,1,1,1,1
opening,1,1,1,1,1,1,1,1
opera,0,1,1,0,1,1,0,0
operate,0,1,1,0,1,1,1,1
operation,0,1,1,0,1,1,1,0
operator,0,1,1,0,1,1,1,0
opinion,1,1,1,1,1,1,1,1
opponent,0,1,1,0,1,1,0,0
opportunity,1,1,1,1,1,1,1,1
oppose,0,1,1,0,1,1,0,0
opposite,1,1,1,1,1,1,0,1
opposition,0,1,1,0,1,1,0,0
oppress,0,0,1,0,0,1,0,0
opt,0,0,1,0,0,1,1,0
optical,0,0,1,0,0,1,0,0
optimal,0,0,1,0,0,1,1,0
optimism,0,1,1,0,1,1,0,0
optimistic,0,1,1,0,1,1,1,0
optimize,0,0,1,0,0,1,1,0
option,0,1,1,0,1,1,1,1
oral,0,1,1,0,1,1,0,0
orange,1,1,1,1,1,1,0,1
orbit,0,1,1,0,1,1,0,0
orchestra,0,1,1,0,1,1,0,0
order,1,1,1,1,1,1,1,1
ordinary,0,1,1,0,1,1,0,1
organ,0,1,1,0,1,1,0,0
organic,0,1,1,0,1,1,1,1
organism,0,1,1,0,1,1,0,0
organization,0,1,1,0,1,1,1,0
organize,0,1,1,0,1,1,1,1
orient,0,0,1,0,0,1,1,0
orientation,0,1,1,0,1,1,1,0
origin,0,1,1,0,1,1,1,0
original,1,1,1,1,1,1,1,1
orphan,0,1,1,0,1,1,0,0
oscillate,0,0,1,0,0,1,0,0
other,1,1,1,1,1,1,1,1
otherwise,0,1,1,0,1,1,1,1
ought,0,1,1,0,1,1,0,1
ounce,0,1,1,0,1,1,0,0
our,1,1,1,1,1,1,1,1
ourselves,1,1,1,1,1,1,1,1
out,1,1,1,1,1,1,1,1
outbreak,0,1,1,0,1,1,0,0
outcome,0,1,1,0,1,1,1,0
outdoor,1,1,1,1,1,1,0,1
outer,1,1,1,1,1,1,0,1
outlet,0,1,1,0,1,1,1,1
outline,0,1,1,0,1,1,1,0
outlook,0,1,1,0,1,1,1,0
output,0,1,1,0,1,1,1,0
outrage,0,0,1,0,0,1,0,0
outside,1,1,1,1,1,1,1,1
outstanding,0,1,1,0,1,1,1,0
oven,1,1,1,1,1,1,0,1
over,1,1,1,1,1,1,1,1
overall,0,1,1,0,1,1,1,0
overcome,0,1,1,0,1,1,1,1
overhead,0,1,1,0,1,1,1,0
overlap,0,0,1,0,0,1,1,0
overlook,0,1,1,0,1,1,1,0
overseas,0,1,1,0,1,1,1,0
oversee,0,0,1,0,0,1,1,0
overturn,0,0,1,0,0,1,0,0
overwhelm,0,1,1,0,1,1,0,0
owe,0,1,1,0,1,1,1,1
owl,1,1,1,1,1,1,0,1
own,1,1,1,1,1,1,1,1
owner,1,1,1,1,1,1,1,1
ownership,0,1,1,0,1,1,1,0
oxygen,0,1,1,0,1,1,0,0
