word,toefl_beginner,toefl_intermediate,toefl_advanced,ielts_beginner,ielts_intermediate,ielts_advanced,business_english,everyday_english
goat,1,0,0,1,0,0,0,1
gold,1,0,0,1,0,0,0,1
golden,1,0,0,1,0,0,0,1
goods,1,1,0,1,1,0,1,1
govern,0,1,0,0,1,0,1,0
government,1,1,0,1,1,0,1,1
governor,1,1,0,1,1,0,0,0
grace,0,1,0,0,1,0,0,0
graceful,0,1,0,0,1,0,0,0
grade,1,1,0,1,1,0,0,1
gradual,0,1,0,0,1,0,0,0
graduate,1,1,0,1,1,0,0,1
grain,1,1,0,1,1,0,0,0
grammar,1,1,0,1,1,0,0,0
grand,1,0,0,1,0,0,0,1
grant,0,1,0,0,1,0,1,0
grape,1,0,0,1,0,0,0,1
graph,1,1,0,1,1,0,1,0
graphic,0,1,0,0,1,0,1,0
grasp,0,1,0,0,1,0,1,0
grass,1,0,0,1,0,0,0,1
grateful,1,1,0,1,1,0,0,1
grave,0,1,0,0,1,0,0,0
gravity,0,1,1,0,1,1,0,0
gray,1,0,0,1,0,0,0,1
grease,0,1,0,0,1,0,0,1
great,1,0,0,1,0,0,0,1
greed,0,1,0,0,1,0,0,0
green,1,0,0,1,0,0,0,1
greenhouse,0,1,0,0,1,0,0,0
greet,1,0,0,1,0,0,0,1
greeting,1,0,0,1,0,0,1,1
grey,1,0,0,1,0,0,0,1
grief,0,1,0,0,1,0,0,0
grieve,0,1,0,0,1,0,0,0
grill,1,0,0,1,0,0,0,1
grim,0,1,0,0,1,0,0,0
grin,0,1,0,0,1,0,0,0
grind,0,1,0,0,1,0,0,0
grip,0,1,0,0,1,0,0,1
grocery,1,0,0,1,0,0,0,1
groom,0,1,0,0,1,0,0,0
gross,0,1,0,0,1,0,1,0
ground,1,0,0,1,0,0,0,1
group,1,1,0,1,1,0,1,1
grow,1,1,0,1,1,0,1,1
growth,1,1,0,1,1,0,1,1
guarantee,0,1,0,0,1,0,1,1
guard,1,1,0,1,1,0,0,1
guess,1,0,0,1,0,0,0,1
guest,1,0,0,1,0,0,1,1
guidance,0,1,0,0,1,0,1,0
guide,1,1,0,1,1,0,1,1
guideline,0,1,0,0,1,0,1,0
guilt,0,1,0,0,1,0,0,0
guilty,1,1,0,1,1,0,0,1
guitar,1,0,0,1,0,0,0,1
gulf,0,1,0,0,1,0,0,0
gun,1,0,0,1,0,0,0,1
gut,0,1,0,0,1,0,0,0
guy,1,0,0,1,0,0,0,1
gym,1,0,0,1,0,0,0,1
habit,1,1,0,1,1,0,0,1
habitat,0,1,1,0,1,1,0,0
hail,0,1,0,0,1,0,0,0
hair,1,0,0,1,0,0,0,1
half,1,0,0,1,0,0,0,1
hall,1,0,0,1,0,0,0,1
halt,0,1,0,0,1,0,1,0
hammer,1,0,0,1,0,0,0,1
hand,1,0,0,1,0,0,0,1
handful,0,1,0,0,1,0,0,0
handicap,0,1,0,0,1,0,0,0
handle,1,1,0,1,1,0,1,1
handsome,1,0,0,1,0,0,0,1
handy,0,1,0,0,1,0,0,1
hang,1,0,0,1,0,0,0,1
happen,1,0,0,1,0,0,0,1
happiness,1,0,0,1,0,0,0,1
happy,1,0,0,1,0,0,0,1
harbor,0,1,0,0,1,0,0,0
harbour,0,1,0,0,1,0,0,0
hard,1,0,0,1,0,0,0,1
harden,0,1,0,0,1,0,0,0
hardly,1,1,0,1,1,0,0,1
hardship,0,1,0,0,1,0,0,0
hardware,1,1,0,1,1,0,1,1
harm,1,1,0,1,1,0,0,1
harmful,1,1,0,1,1,0,0,0
harmony,0,1,0,0,1,0,1,0
harness,0,1,1,0,1,1,1,0
harsh,0,1,0,0,1,0,0,0
harvest,0,1,0,0,1,0,0,0
haste,0,1,0,0,1,0,0,0
hasty,0,1,0,0,1,0,0,0
hat,1,0,0,1,0,0,0,1
hate,1,0,0,1,0,0,0,1
hatred,0,1,0,0,1,0,0,0
haul,0,1,0,0,1,0,1,0
haunt,0,1,0,0,1,0,0,0
haven,0,1,0,0,1,0,0,0
havoc,0,0,1,0,0,1,0,0
hazard,0,1,0,0,1,0,1,0
hazardous,0,1,0,0,1,0,1,0
head,1,0,0,1,0,0,1,1
headache,1,0,0,1,0,0,0,1
headline,0,1,0,0,1,0,1,0
headquarters,0,1,0,0,1,0,1,0
heal,1,1,0,1,1,0,0,1
health,1,1,0,1,1,0,1,1
healthy,1,1,0,1,1,0,0,1
heap,0,1,0,0,1,0,0,0
hear,1,0,0,1,0,0,0,1
hearing,1,1,0,1,1,0,0,1
heart,1,0,0,1,0,0,0,1
heat,1,1,0,1,1,0,0,1
heaven,1,0,0,1,0,0,0,1
heavy,1,0,0,1,0,0,0,1
hectic,0,1,0,0,1,0,1,0
hedge,0,1,1,0,1,1,1,0
heed,0,0,1,0,0,1,0,0
heel,1,0,0,1,0,0,0,1
height,1,1,0,1,1,0,0,1
heighten,0,1,1,0,1,1,0,0
heir,0,1,0,0,1,0,0,0
helicopter,1,0,0,1,0,0,0,1
hell,1,0,0,1,0,0,0,1
hello,1,0,0,1,0,0,0,1
helmet,1,0,0,1,0,0,0,1
help,1,0,0,1,0,0,1,1
helpful,1,0,0,1,0,0,0,1
hemisphere,0,1,1,0,1,1,0,0
hence,0,1,0,0,1,0,1,0
herb,0,1,0,0,1,0,0,0
herd,0,1,0,0,1,0,0,0
heritage,0,1,0,0,1,0,0,0
hero,1,0,0,1,0,0,0,1
heroic,0,1,0,0,1,0,0,0
hesitant,0,1,0,0,1,0,0,0
hesitate,0,1,0,0,1,0,0,0
hide,1,0,0,1,0,0,0,1
hierarchy,0,1,1,0,1,1,1,0
high,1,0,0,1,0,0,0,1
highlight,0,1,0,0,1,0,1,1
highway,1,0,0,1,0,0,0,1
hike,1,0,0,1,0,0,0,1
hill,1,0,0,1,0,0,0,1
hinder,0,1,1,0,1,1,1,0
hinge,0,1,1,0,1,1,0,0
hint,0,1,0,0,1,0,0,1
hip,1,0,0,1,0,0,0,1
hire,1,1,0,1,1,0,1,1
historian,0,1,0,0,1,0,0,0
historic,0,1,0,0,1,0,0,0
historical,0,1,0,0,1,0,0,0
history,1,1,0,1,1,0,0,1
hit,1,0,0,1,0,0,0,1
hoax,0,1,0,0,1,0,0,0
hobby,1,0,0,1,0,0,0,1
hockey,1,0,0,1,0,0,0,1
hold,1,0,0,1,0,0,1,1
holder,0,1,0,0,1,0,1,0
hole,1,0,0,1,0,0,0,1
holiday,1,0,0,1,0,0,0,1
hollow,0,1,0,0,1,0,0,0
holy,1,0,0,1,0,0,0,0
home,1,0,0,1,0,0,0,1
homeland,0,1,0,0,1,0,0,0
homeless,0,1,0,0,1,0,0,0
homework,1,0,0,1,0,0,0,1
honest,1,0,0,1,0,0,0,1
honesty,1,1,0,1,1,0,0,1
honey,1,0,0,1,0,0,0,1
honor,1,1,0,1,1,0,1,0
honour,1,1,0,1,1,0,1,0
hook,1,0,0,1,0,0,0,1
hope,1,0,0,1,0,0,0,1
hopeful,1,0,0,1,0,0,0,1
horizon,0,1,0,0,1,0,0,0
horizontal,0,1,0,0,1,0,0,0
hormone,0,1,1,0,1,1,0,0
horn,1,0,0,1,0,0,0,1
horrible,1,0,0,1,0,0,0,1
horror,0,1,0,0,1,0,0,1
horse,1,0,0,1,0,0,0,1
hospital,1,0,0,1,0,0,0,1
hospitality,0,1,0,0,1,0,1,0
host,1,1,0,1,1,0,1,1
hostage,0,1,0,0,1,0,0,0
hostile,0,1,0,0,1,0,1,0
hostility,0,1,1,0,1,1,0,0
hot,1,0,0,1,0,0,0,1
hotel,1,0,0,1,0,0,1,1
hour,1,0,0,1,0,0,0,1
house,1,0,0,1,0,0,0,1
household,0,1,0,0,1,0,1,1
housing,1,1,0,1,1,0,1,0
hover,0,1,0,0,1,0,0,0
however,1,1,0,1,1,0,1,1
hub,0,1,0,0,1,0,1,0
hug,1,0,0,1,0,0,0,1
huge,1,1,0,1,1,0,0,1
human,1,1,0,1,1,0,0,1
humanitarian,0,1,1,0,1,1,0,0
humanity,0,1,0,0,1,0,0,0
humble,0,1,0,0,1,0,0,0
humid,0,1,0,0,1,0,0,0
humidity,0,1,0,0,1,0,0,0
humiliate,0,1,1,0,1,1,0,0
humor,1,0,0,1,0,0,0,1
humour,1,0,0,1,0,0,0,1
hundred,1,0,0,1,0,0,0,1
hunger,1,1,0,1,1,0,0,1
hungry,1,0,0,1,0,0,0,1
hunt,1,1,0,1,1,0,0,1
hunter,1,0,0,1,0,0,0,1
hurdle,0,1,1,0,1,1,1,0
hurricane,0,1,0,0,1,0,0,0
hurry,1,0,0,1,0,0,0,1
hurt,1,0,0,1,0,0,0,1
husband,1,0,0,1,0,0,0,1
hybrid,0,1,1,0,1,1,1,0
hydrogen,0,1,1,0,1,1,0,0
hygiene,0,1,0,0,1,0,0,0
hype,0,1,0,0,1,0,1,0
hypothesis,0,1,1,0,1,1,0,0
hypothetical,0,0,1,0,0,1,0,0
ice,1,0,0,1,0,0,0,1
icon,0,1,0,0,1,0,1,0
idea,1,0,0,1,0,0,0,1
ideal,1,1,0,1,1,0,1,0
identical,0,1,0,0,1,0,0,0
identification,0,1,0,0,1,0,1,0
identify,0,1,0,0,1,0,1,0
identity,0,1,0,0,1,0,1,1
ideology,0,1,1,0,1,1,0,0
idiom,0,1,0,0,1,0,0,0
idle,0,1,0,0,1,0,0,0
ignorance,0,1,0,0,1,0,0,0
ignorant,0,1,0,0,1,0,0,0
ignore,1,1,0,1,1,0,0,1
ill,1,0,0,1,0,0,0,1
illegal,1,1,0,1,1,0,1,0
illness,1,1,0,1,1,0,0,1
illuminate,0,1,1,0,1,1,0,0
illusion,0,1,0,0,1,0,0,0
illustrate,0,1,0,0,1,0,1,0
illustration,0,1,0,0,1,0,0,0
image,1,1,0,1,1,0,1,1
imagination,1,1,0,1,1,0,0,1
imagine,1,1,0,1,1,0,0,1
imitate,0,1,0,0,1,0,0,0
imitation,0,1,0,0,1,0,0,0
immediate,1,1,0,1,1,0,1,1
immense,0,1,0,0,1,0,0,0
immerse,0,1,1,0,1,1,0,0
immigrant,1,1,0,1,1,0,0,0
immigration,1,1,0,1,1,0,0,0
immune,0,1,1,0,1,1,0,0
immunity,0,1,1,0,1,1,0,0
impact,0,1,0,0,1,0,1,1
impair,0,1,1,0,1,1,0,0
impart,0,0,1,0,0,1,0,0
impatient,0,1,0,0,1,0,0,0
imperative,0,1,1,0,1,1,1,0
imperial,0,1,0,0,1,0,0,0
implement,0,1,1,0,1,1,1,0
implementation,0,1,1,0,1,1,1,0
implication,0,1,0,0,1,0,1,0
implicit,0,1,1,0,1,1,0,0
imply,0,1,0,0,1,0,1,0
import,1,1,0,1,1,0,1,0
importance,1,1,0,1,1,0,1,1
important,1,1,0,1,1,0,1,1
impose,0,1,0,0,1,0,1,0
impossible,1,1,0,1,1,0,0,1
impress,1,1,0,1,1,0,0,1
impression,0,1,0,0,1,0,1,1
impressive,0,1,0,0,1,0,1,0
imprison,0,1,0,0,1,0,0,0
improve,1,1,0,1,1,0,1,1
improvement,1,1,0,1,1,0,1,1
impulse,0,1,0,0,1,0,0,0
inadequate,0,1,1,0,1,1,1,0
incentive,0,1,0,0,1,0,1,0
incidence,0,1,1,0,1,1,0,0
incident,0,1,0,0,1,0,1,0
incline,0,1,0,0,1,0,0,0
include,1,1,0,1,1,0,1,1
inclusion,0,1,0,0,1,0,1,0
inclusive,0,1,0,0,1,0,1,0
income,1,1,0,1,1,0,1,1
incorporate,0,1,1,0,1,1,1,0
increase,1,1,0,1,1,0,1,1
incredible,1,1,0,1,1,0,0,1
incur,0,1,1,0,1,1,1,0
indeed,1,1,0,1,1,0,0,1
independence,1,1,0,1,1,0,0,0
independent,1,1,0,1,1,0,1,0
index,0,1,0,0,1,0,1,0
indicate,0,1,0,0,1,0,1,0
indication,0,1,0,0,1,0,1,0
indicator,0,1,0,0,1,0,1,0
indigenous,0,1,1,0,1,1,0,0
indirect,0,1,0,0,1,0,1,0
individual,1,1,0,1,1,0,1,1
indoor,1,0,0,1,0,0,0,1
induce,0,1,1,0,1,1,0,0
industrial,0,1,0,0,1,0,1,0
industrialize,0,1,1,0,1,1,0,0
industry,1,1,0,1,1,0,1,1
inequality,0,1,0,0,1,0,0,0
inevitable,0,1,0,0,1,0,0,0
infant,0,1,0,0,1,0,0,0
infect,0,1,0,0,1,0,0,0
infection,0,1,0,0,1,0,0,0
infectious,0,1,1,0,1,1,0,0
infer,0,1,0,0,1,0,0,0
inference,0,1,1,0,1,1,0,0
inferior,0,1,0,0,1,0,0,0
infinite,0,1,0,0,1,0,0,0
inflation,0,1,0,0,1,0,1,0
influence,1,1,0,1,1,0,1,1
influential,0,1,0,0,1,0,1,0
inform,1,1,0,1,1,0,1,1
informal,0,1,0,0,1,0,0,0
information,1,1,0,1,1,0,1,1
infrastructure,0,1,1,0,1,1,1,0
ingredient,1,1,0,1,1,0,0,1
inhabit,0,1,0,0,1,0,0,0
inhabitant,0,1,0,0,1,0,0,0
inherent,0,1,1,0,1,1,0,0
inherit,0,1,0,0,1,0,0,0
inheritance,0,1,0,0,1,0,0,0
inhibit,0,1,1,0,1,1,0,0
initial,0,1,0,0,1,0,1,0
initiate,0,1,0,0,1,0,1,0
initiative,0,1,0,0,1,0,1,0
inject,0,1,0,0,1,0,0,0
injection,0,1,0,0,1,0,0,0
injure,1,1,0,1,1,0,0,0
injury,1,1,0,1,1,0,0,1
ink,1,0,0,1,0,0,0,1
inn,0,1,0,0,1,0,0,0
inner,1,1,0,1,1,0,0,1
innocent,1,1,0,1,1,0,0,1
innovation,0,1,0,0,1,0,1,0
innovative,0,1,0,0,1,0,1,0
input,0,1,0,0,1,0,1,0
inquire,0,1,0,0,1,0,1,0
inquiry,0,1,0,0,1,0,1,0
insect,1,0,0,1,0,0,0,1
insert,0,1,0,0,1,0,1,0
inside,1,0,0,1,0,0,0,1
insight,0,1,0,0,1,0,1,0
insist,0,1,0,0,1,0,0,1
inspect,0,1,0,0,1,0,1,0
inspection,0,1,0,0,1,0,1,0
inspector,0,1,0,0,1,0,0,0
inspiration,0,1,0,0,1,0,0,1
inspire,0,1,0,0,1,0,1,0
install,1,1,0,1,1,0,1,1
installation,0,1,0,0,1,0,1,0
instance,0,1,0,0,1,0,1,0
instant,1,1,0,1,1,0,0,1
instead,1,1,0,1,1,0,0,1
instinct,0,1,0,0,1,0,0,0
institute,0,1,0,0,1,0,1,0
institution,0,1,0,0,1,0,1,0
institutional,0,1,1,0,1,1,1,0
instruct,0,1,0,0,1,0,1,0
instruction,1,1,0,1,1,0,1,0
instructor,1,1,0,1,1,0,0,0
instrument,1,1,0,1,1,0,0,0
insufficient,0,1,0,0,1,0,1,0
insult,0,1,0,0,1,0,0,1
insurance,1,1,0,1,1,0,1,1
insure,0,1,0,0,1,0,1,0
intact,0,1,0,0,1,0,0,0
intake,0,1,0,0,1,0,0,0
integrate,0,1,1,0,1,1,1,0
integration,0,1,0,0,1,0,1,0
integrity,0,1,0,0,1,0,1,0
intellectual,0,1,0,0,1,0,0,0
intelligence,0,1,0,0,1,0,1,0
intelligent,1,1,0,1,1,0,0,1
intend,0,1,0,0,1,0,1,0
intense,0,1,0,0,1,0,0,0
intensity,0,1,0,0,1,0,0,0
intensive,0,1,0,0,1,0,1,0
intention,0,1,0,0,1,0,0,1
interact,0,1,0,0,1,0,1,0
interaction,0,1,0,0,1,0,1,0
interactive,0,1,0,0,1,0,1,0
interest,1,1,0,1,1,0,1,1
interested,1,0,0,1,0,0,0,1
interesting,1,0,0,1,0,0,0,1
interfere,0,1,0,0,1,0,0,0
interference,0,1,0,0,1,0,0,0
interior,0,1,0,0,1,0,1,0
intermediate,0,1,0,0,1,0,1,0
internal,0,1,0,0,1,0,1,0
international,1,1,0,1,1,0,1,1
internet,1,0,0,1,0,0,1,1
interpret,0,1,0,0,1,0,1,0
interpretation,0,1,0,0,1,0,1,0
interval,0,1,0,0,1,0,0,0
intervene,0,1,1,0,1,1,0,0
intervention,0,1,0,0,1,0,1,0
interview,1,1,0,1,1,0,1,1
intimate,0,1,0,0,1,0,0,0
intimidate,0,1,0,0,1,0,0,0
into,1,0,0,1,0,0,0,1
intricate,0,1,1,0,1,1,0,0
intrigue,0,1,0,0,1,0,0,0
introduce,1,1,0,1,1,0,1,1
introduction,1,1,0,1,1,0,1,0
intrude,0,1,0,0,1,0,0,0
intuition,0,1,0,0,1,0,0,0
invade,0,1,0,0,1,0,0,0
invaluable,0,1,0,0,1,0,1,0
invasion,0,1,0,0,1,0,0,0
invent,1,1,0,1,1,0,0,0
invention,1,1,0,1,1,0,0,0
inventor,1,0,0,1,0,0,0,0
inventory,0,1,0,0,1,0,1,0
invest,0,1,0,0,1,0,1,0
investigate,0,1,0,0,1,0,1,0
investigation,0,1,0,0,1,0,1,0
investigator,0,1,0,0,1,0,0,0
investment,0,1,0,0,1,0,1,1
investor,0,1,0,0,1,0,1,0
invisible,1,1,0,1,1,0,0,0
invitation,1,0,0,1,0,0,0,1
invite,1,0,0,1,0,0,0,1
invoke,0,1,1,0,1,1,0,0
involve,0,1,0,0,1,0,1,1
involvement,0,1,0,0,1,0,1,0
iron,1,0,0,1,0,0,0,1
ironic,0,1,0,0,1,0,0,0
irony,0,1,0,0,1,0,0,0
irrational,0,1,0,0,1,0,0,0
irregular,0,1,0,0,1,0,0,0
irrelevant,0,1,0,0,1,0,1,0
irrigate,0,1,1,0,1,1,0,0
irrigation,0,1,1,0,1,1,0,0
irritate,0,1,0,0,1,0,0,0
island,1,0,0,1,0,0,0,1
isolate,0,1,0,0,1,0,0,0
isolation,0,1,0,0,1,0,0,0
issue,1,1,0,1,1,0,1,1
item,1,1,0,1,1,0,1,1
